level_0,index,ran_lat,ran_lng,Name,Country Code,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),lat,lng
210,336,38.88188776757423,-64.07446623981922,shelburne,ca,50.0,71.0,75.0,12.75,44.08,-80.2
211,337,48.55333484811632,-95.61159957285152,bemidji,us,48.0,42.0,40.0,3.27,47.47,-94.88
212,343,-42.92054109554135,143.1296989314245,burnie,au,62.01,67.0,61.0,8.99,-41.07,145.92
213,344,69.77117678063829,56.523292079292986,usinsk,ru,35.22,87.0,33.0,14.76,65.99,57.53
214,346,-38.127128361881844,145.93152601050764,warragul,au,81.0,39.0,0.0,1.99,-38.17,145.93
216,350,-0.9261048313351381,129.74359578093993,sorong,id,79.18,86.0,100.0,13.78,-0.88,131.25
217,352,68.68078119203619,37.78811552775008,ostrovnoy,ru,42.49,66.0,100.0,1.21,68.05,39.51
218,355,21.530192012328612,146.47303158795978,katsuura,jp,72.0,83.0,40.0,5.82,35.13,140.3
219,358,-24.48899721812691,-47.20729610208895,peruibe,br,84.43,53.0,43.0,4.63,-24.32,-47.0
220,363,22.56503439004382,176.4452235631341,butaritari,ki,80.82,71.0,0.0,12.19,3.07,172.79
221,364,57.41625647787865,157.75207402642803,tigil,ru,44.1,70.0,0.0,3.71,57.8,158.67
222,371,34.84065408464815,48.30835416897003,bahar,ir,51.3,60.0,0.0,1.39,34.91,48.44
223,372,30.59468366135458,95.26937870770075,along,in,69.87,88.0,44.0,1.45,28.17,94.77
225,379,24.662342659463476,31.63312865187615,esna,eg,84.2,39.0,0.0,10.0,25.29,32.55
226,383,-35.67177490053078,-41.93841041061293,cidreira,br,62.02,91.0,100.0,19.04,-30.18,-50.21
227,385,-27.717078814855128,-59.667773407685104,resistencia,ar,73.4,56.0,66.0,16.11,-27.46,-58.98
229,389,46.37716679192533,134.11335487706606,luchegorsk,ru,51.93,91.0,96.0,9.13,46.48,134.26
230,390,-14.495382385589721,-76.33748339743849,santiago,pe,64.0,85.0,1.0,8.99,-14.19,-75.71
231,392,12.439843796667716,-47.858745950803296,sinnamary,gf,80.06,84.0,92.0,7.58,5.38,-52.95
232,394,43.446073194998405,56.34801088024028,beyneu,kz,48.83,45.0,0.0,6.51,45.32,55.2
233,395,34.730918157531136,17.968192494171717,benghazi,ly,84.24,43.0,72.0,15.46,32.12,20.07
234,396,-22.55263105817484,-32.061259206349945,vila velha,br,81.0,83.0,1.0,18.34,-20.33,-40.29
236,401,61.680983207225296,128.9010686910836,mokhsogollokh,ru,30.74,90.0,88.0,1.19,61.47,128.92
237,402,50.058689293146045,92.59460817968619,ulaangom,mn,29.95,86.0,4.0,4.47,49.98,92.07
238,406,63.407867246900366,81.17770698826826,krasnoselkup,ru,41.56,96.0,97.0,7.87,65.7,82.47
239,408,-30.82298217787931,151.65035852095872,armidale,au,66.67,28.0,0.0,4.65,-30.52,151.65
240,409,-1.9918918708018225,-9.29382942928126,harper,lr,76.78,90.0,100.0,7.76,4.38,-7.72
241,414,-32.88195879862052,147.84170089243167,parkes,au,75.0,31.0,0.0,7.0,-33.13,148.18
242,415,49.83113765401595,154.7393964118956,severo-kurilsk,ru,49.15,79.0,7.0,12.01,50.68,156.12
244,417,56.49531183883707,-66.94029617590785,sept-iles,ca,48.0,93.0,90.0,2.24,50.2,-66.38
245,419,48.98236896127116,-97.41894941841508,altona,ca,48.2,50.0,75.0,4.7,49.1,-97.56
246,420,-24.41174179549398,45.1317088361952,ampanihy,mg,65.64,74.0,92.0,10.71,-24.7,44.75
247,424,25.90328861780155,142.3914112688214,shimoda,jp,68.0,83.0,62.0,4.25,34.67,138.95
248,425,38.887862355283204,-138.17090688563349,fortuna,us,66.2,77.0,20.0,10.29,40.6,-124.16
249,427,-32.45464477001732,154.07781376011582,port macquarie,au,72.0,70.0,12.0,1.99,-31.43,152.92
250,431,-23.50573814977281,89.86809804293944,bengkulu,id,74.17,84.0,100.0,3.33,-3.8,102.27
251,433,55.10146360187011,-171.2058380534685,provideniya,ru,42.94,89.0,99.0,12.88,64.38,-173.3
252,434,11.569922466604112,115.84160935606326,tagusao,ph,81.12,79.0,24.0,4.14,9.19,117.81
253,435,32.24849706961682,60.110739536064386,birjand,ir,53.76,41.0,0.0,3.44,32.87,59.22
254,436,60.42531588445763,-45.903307266773936,qaqortoq,gl,35.6,97.0,75.0,9.53,60.72,-46.03
255,439,3.572863024721002,-80.07771243585948,mosquera,co,60.8,67.0,75.0,9.17,4.71,-74.23
256,443,0.13905504407431124,64.0994453526967,thinadhoo,mv,83.1,74.0,91.0,13.33,0.53,72.93
257,444,-1.561394580780643,-84.11281106581474,salinas,ec,73.4,73.0,41.0,10.29,-2.22,-80.97
258,445,10.198869745614658,-72.13637952764235,villa del rosario,ve,81.27,74.0,74.0,2.64,10.32,-72.31
259,447,59.13192068391251,-20.783755920522083,vestmannaeyjar,is,42.44,69.0,10.0,9.91,63.44,-20.27
260,453,65.00327431689354,20.99738197753007,skelleftea,se,46.4,100.0,97.0,2.24,64.75,20.95
261,456,15.325140168057061,121.30920205817375,cabog,ph,80.51,80.0,97.0,2.08,15.32,121.37
262,457,8.76290654543331,-89.32384509779051,santa cruz,cr,80.6,83.0,40.0,9.17,10.26,-85.59
263,460,55.472232921669956,-124.94530554477748,fort saint james,ca,66.56,58.0,69.0,1.14,54.43,-124.25
264,461,33.65344560211169,-50.22087286612745,torbay,ca,61.0,100.0,90.0,6.64,47.67,-52.73
266,466,0.12286545611323163,23.562254283671678,basoko,cd,69.89,96.0,53.0,2.04,1.24,23.62
267,469,57.2857056334457,53.67658516112644,sharkan,ru,49.82,93.0,88.0,6.11,57.3,53.87
268,471,10.478426350357495,98.56671146783884,ranong,th,79.38,81.0,72.0,7.31,9.97,98.63
269,473,52.67421405130733,-112.96165606326798,camrose,ca,62.01,34.0,3.0,5.01,53.02,-112.84
270,476,12.673256079883913,3.3635736905959845,dosso,ne,83.05,61.0,0.0,7.29,13.05,3.19
271,477,-18.647437479668923,-45.98090096859127,lagoa formosa,br,79.0,39.0,33.0,2.19,-18.78,-46.41
272,478,13.547783785428237,-74.84478344962356,santa marta,co,84.0,68.0,99.0,1.99,11.24,-74.2
273,484,55.96918353689216,-112.37607443908917,athabasca,ca,61.14,52.0,15.0,7.43,54.72,-113.29
274,487,43.429087238236406,-11.865583852102532,muros,es,50.0,94.0,14.0,17.81,42.78,-9.06
275,488,40.73483136840366,-86.6552583607585,logansport,us,55.4,54.0,1.0,4.7,40.75,-86.36
277,496,1.273934346639507,4.528381878454979,yenagoa,ng,74.35,93.0,97.0,3.15,4.92,6.26
278,500,42.78700864628843,146.34569618050813,nemuro,jp,57.9,86.0,13.0,14.03,43.32,145.57
279,502,62.63505203923893,115.94385576582431,almaznyy,ru,60.8,67.0,40.0,17.9,48.04,40.05
280,503,-42.911423631110814,-46.990483697887385,rocha,uy,45.27,68.0,0.0,11.56,-34.48,-54.33
281,504,-9.892155792816638,-29.64129218178107,olinda,br,78.8,74.0,75.0,13.87,-8.01,-34.86
282,508,-9.993963895767124,-79.08196487512768,huarmey,pe,64.02,80.0,25.0,10.29,-10.07,-78.15
284,512,35.45196638096451,77.34620853371871,leh,in,38.59,59.0,0.0,3.06,34.17,77.58
285,513,57.91426966263677,29.987111889940678,dno,ru,52.52,81.0,100.0,6.93,57.83,29.96
286,514,6.459992775268205,92.9948435781194,sabang,id,82.44,76.0,98.0,14.05,5.89,95.32
287,517,16.712549851405313,15.714085403103013,mao,td,88.5,43.0,35.0,9.62,14.12,15.31
288,522,6.736457208469801,42.855361511617645,ginir,et,60.55,87.0,43.0,4.7,7.13,40.7
289,524,14.287401132683485,56.89325042737326,salalah,om,75.2,64.0,0.0,3.36,17.02,54.09
290,525,25.200717799424197,-98.33961174710768,san fernando,mx,83.53,46.0,0.0,13.42,24.85,-98.15
291,528,43.06052149110923,12.74739642176803,foligno,it,64.0,87.0,93.0,3.36,42.94,12.7
292,531,45.78436894870194,-107.83302354483848,billings,us,72.0,24.0,40.0,14.99,45.78,-108.5
293,533,-14.734111103067434,55.191156467824726,antalaha,mg,69.87,89.0,52.0,4.36,-14.9,50.28
294,534,55.66031787035607,-91.70636787448326,sioux lookout,ca,37.4,59.0,90.0,3.36,50.1,-91.92
295,535,-32.10972336985152,165.00967776387103,ahipara,nz,63.93,55.0,17.0,2.77,-35.17,173.17
296,544,50.98617336982781,35.06882687613154,verkhnya syrovatka,ua,57.51,40.0,94.0,9.01,50.83,34.96
297,545,-10.934405633286687,-31.01756120471822,sao jose da coroa grande,br,75.43,82.0,46.0,10.4,-8.9,-35.15
298,548,26.48313272896361,-79.1940599605956,freeport,bs,82.4,83.0,75.0,10.29,26.53,-78.7
299,551,-3.2961862647304088,3.200961340576157,port-gentil,ga,77.0,88.0,40.0,4.7,-0.72,8.78
300,552,13.855404107028903,-15.04262313168411,kuntaur,gm,79.79,84.0,0.0,11.27,13.67,-14.88
301,558,42.75126461389692,-97.03301817158763,vermillion,us,60.8,31.0,20.0,9.17,42.78,-96.93
302,560,10.16043959556292,12.297139357908407,biu,ng,70.11,93.0,57.0,1.81,10.61,12.19
303,561,-1.823062429991424,-17.05176266320737,georgetown,sh,74.1,80.0,59.0,17.4,-7.93,-14.42
304,565,48.48380582387466,-117.39611379360932,fruitvale,ca,77.0,53.0,6.0,1.99,49.12,-117.55
305,566,27.000477489461773,-101.95699985655698,nadadores,mx,87.01,16.0,0.0,5.99,27.05,-101.6
306,568,61.68378422014305,79.77270251600055,strezhevoy,ru,44.6,93.0,95.0,6.71,60.73,77.59
307,569,-32.39883234156861,175.84330371921214,russell,nz,64.99,56.0,63.0,5.99,-35.26,174.12
308,572,0.7592511008392933,79.64095915731144,weligama,lk,79.07,83.0,100.0,11.83,5.97,80.42
309,573,36.89940183774533,60.85235774775384,sarakhs,ir,55.4,47.0,0.0,2.24,36.54,61.16
310,584,48.848089639440644,143.6242633599236,poronaysk,ru,51.67,79.0,100.0,9.82,49.22,143.12
311,587,23.717728731568812,103.10475166478687,kaiyuan,cn,65.37,88.0,17.0,3.53,23.7,103.3
312,588,30.08959652531115,-133.96820158256088,half moon bay,us,91.0,42.0,5.0,5.82,37.46,-122.43
314,594,70.05822020271603,-171.52448707840804,lavrentiya,ru,44.85,86.0,93.0,12.12,65.58,-171.0
315,599,65.07773402987627,-104.56679372960917,la ronge,ca,48.2,70.0,90.0,4.7,55.1,-105.28
316,600,6.762775956257769,128.01153287395817,san isidro,ph,77.0,94.0,90.0,2.24,15.02,120.82
317,601,17.639245144625804,77.29087749376043,homnabad,in,71.51,84.0,64.0,8.46,17.77,77.13
318,602,23.313713845301905,30.120420080604873,aswan,eg,89.31,24.0,73.0,9.01,24.09,32.91
319,604,57.23990601928287,39.32504252692786,ishnya,ru,41.0,100.0,100.0,4.76,57.19,39.36
320,605,-0.209118960610013,-42.40833896851535,tutoia,br,79.86,78.0,93.0,13.35,-2.76,-42.27
321,609,42.551601320204725,35.31902391498846,sinop,tr,56.1,71.0,0.0,7.11,41.77,34.87
322,613,66.83224146424493,-59.17513944773066,sisimiut,gl,33.44,93.0,100.0,14.29,66.94,-53.67
323,616,33.86687494639362,-10.40709553741334,asfi,ma,67.26,85.0,73.0,5.88,32.3,-9.24
324,618,-26.91675854850704,118.99594165712767,geraldton,au,48.2,93.0,40.0,6.93,-28.77,114.6
325,619,26.834698306897764,64.51349221431977,ormara,pk,85.05,54.0,0.0,10.49,25.21,64.64
326,622,54.82699841117193,152.62401675944557,sobolevo,ru,50.92,67.0,82.0,9.95,54.43,31.9
328,626,13.895274542090007,-96.54015156570274,pochutla,mx,80.6,78.0,90.0,5.66,15.74,-96.47
329,634,38.08116364429745,-98.9902875533127,great bend,us,75.2,23.0,1.0,23.04,38.36,-98.76
331,639,47.542840543207376,-115.49301681630502,sandpoint,us,73.99,46.0,1.0,3.36,48.28,-116.55
333,643,-68.08927138817415,-23.74569700635027,mar del plata,ar,46.4,67.0,40.0,17.22,-38.0,-57.56
334,648,1.89846850495384,32.858739513509704,apac,ug,64.45,91.0,42.0,3.67,1.98,32.54
336,650,-21.53734189609048,139.58753506323194,mount isa,au,80.6,22.0,0.0,13.87,-20.73,139.5
337,651,30.15508093527241,56.28894848669239,bardsir,ir,57.2,33.0,0.0,4.7,29.92,56.57
338,653,6.074903983605111,15.948761923090188,bouar,cf,65.68,97.0,99.0,0.81,5.93,15.6
339,662,67.10409279941157,45.80558410866004,mezen,ru,39.13,77.0,100.0,3.36,65.85,44.24
340,664,-7.885973356034057,40.887578531985184,kilindoni,tz,77.92,79.0,32.0,12.15,-7.91,39.67
341,668,20.978763661744438,112.09528408450973,yangjiang,cn,76.53,92.0,64.0,6.15,21.85,111.97
342,673,-23.835293593984417,102.63470650820454,carnarvon,au,62.6,63.0,75.0,18.34,-24.87,113.63
343,674,33.02464967468673,125.21826059272212,fukue,jp,72.1,74.0,62.0,3.78,32.69,128.84
344,676,39.61571450616523,-150.07099771279428,kodiak,us,51.8,81.0,90.0,17.22,57.79,-152.41
345,678,-19.47393207654055,112.43648795448826,karratha,au,69.98,52.0,17.0,18.34,-20.74,116.85
346,679,75.97908595868893,-10.836973905160846,husavik,is,32.0,86.0,100.0,2.24,66.04,-17.34
347,682,55.91226263403615,128.66225530318775,zeya,ru,45.79,88.0,100.0,5.3,53.75,127.27
348,684,-4.622874296602006,13.261068614679289,nkayi,cg,78.24,71.0,59.0,2.89,-4.18,13.29
349,685,50.78623438846941,121.35702913119815,genhe,cn,39.87,92.0,100.0,4.54,50.78,121.52
350,688,71.29143615317776,25.653047459564704,honningsvag,no,48.99,83.0,100.0,18.97,70.98,25.97
351,689,28.579459071034464,-24.241806684194444,los llanos de aridane,es,73.4,83.0,75.0,17.22,28.66,-17.92
352,690,45.219019219421284,77.56561288353754,ushtobe,kz,43.68,58.0,0.0,6.87,45.25,77.98
353,692,66.49640969692271,121.28407271956723,zhigansk,ru,29.39,97.0,100.0,22.3,66.77,123.37
354,693,-12.077060024285586,-48.12437693579466,parana,br,79.34,31.0,0.0,1.41,-24.0,-51.0
355,696,42.77386468153563,-104.27416296561651,torrington,us,55.0,89.0,21.0,1.88,41.8,-73.12
356,699,-23.181104453042735,-65.5338406036896,libertador general san martin,ar,80.01,36.0,25.0,4.76,-23.81,-64.79
357,702,44.985667896253915,6.894442298122357,briancon,fr,59.0,99.0,100.0,8.99,44.9,6.65
358,703,64.20703947551175,-126.04197120838015,norman wells,ca,59.0,47.0,90.0,11.41,65.28,-126.83
359,712,-16.9968931605397,167.36724037454968,lakatoro,vu,77.0,83.0,75.0,11.41,-16.1,167.42
360,716,14.133130309441725,101.37004723109663,prachin buri,th,76.39,92.0,100.0,2.42,14.05,101.37
362,722,6.774154157943187,12.966426533998401,tibati,cm,66.81,97.0,100.0,3.29,6.47,12.63
363,724,-27.315194762654457,-51.53163720791062,capinzal,br,77.41,62.0,71.0,2.64,-27.34,-51.61
364,725,-27.03252408076294,-48.93567466301462,brusque,br,75.0,94.0,75.0,4.7,-27.1,-48.92
365,726,-34.15013548326479,-66.84813115853756,san luis,ar,55.11,41.0,40.0,31.79,-33.3,-66.34
366,728,-4.727738613702158,154.36655399524477,panguna,pg,80.91,66.0,50.0,1.63,-6.32,155.48
367,730,13.006197998581229,-15.581830217212485,sedhiou,sn,76.6,88.0,2.0,6.44,12.71,-15.56
368,731,28.391644798954218,-66.41390605463587,hamilton,bm,79.0,83.0,40.0,11.41,32.29,-64.78
369,738,-22.46291178273013,27.764968515233875,mogapi,bw,63.3,85.0,75.0,15.86,-22.32,27.83
370,740,64.83178408524967,76.98285542559142,purpe,ru,44.01,94.0,100.0,13.38,64.48,76.69
371,741,72.47074970689025,142.29382552807374,deputatskiy,ru,21.54,87.0,52.0,7.36,69.3,139.9
372,743,42.56995535451398,97.03235632937373,yumen,cn,35.69,65.0,0.0,8.12,40.28,97.2
373,744,54.15144166297728,52.10125282138779,kamyshla,ru,51.03,84.0,6.0,3.02,54.12,52.14
374,748,57.47757675867746,21.653021710911162,ventspils,lv,53.6,81.0,43.0,5.82,57.39,21.56
376,758,46.05572387841784,-60.56363613849727,sydney mines,ca,59.0,100.0,90.0,3.36,46.24,-60.22
377,760,61.851875114081935,116.53239976973765,suntar,ru,26.08,92.0,25.0,6.82,62.14,117.63
378,761,6.972899731873937,-94.13067948140203,champerico,gt,73.4,100.0,90.0,9.17,14.3,-91.92
379,762,72.99494647153543,174.37156415624418,komsomolskiy,ru,62.65,63.0,100.0,11.68,43.98,46.7
380,764,21.957607952906343,3.7643059929219476,tessalit,ml,89.15,24.0,27.0,11.5,20.2,1.01
381,765,31.199869215900264,-126.40887941899601,lompoc,us,87.8,33.0,1.0,14.99,34.64,-120.46
382,767,49.56910118846881,-68.63318879266365,chute-aux-outardes,ca,46.4,93.0,90.0,1.92,49.12,-68.4
383,775,59.36306280248624,-113.01853695101984,hay river,ca,51.8,76.0,40.0,6.93,60.82,-115.8
384,778,10.515151711869265,46.61936747198686,berbera,so,84.15,80.0,8.0,12.33,10.44,45.01
385,779,-14.519097705199243,48.043078047136675,antsohihy,mg,71.28,95.0,39.0,3.02,-14.88,47.99
386,787,-7.371427442845899,3.2769318170754502,gamba,ga,77.18,80.0,73.0,4.7,-2.65,10.0
387,788,43.13138361767227,-84.95920487262485,ionia,us,50.0,53.0,90.0,3.36,42.99,-85.07
388,790,28.79850837200621,50.302763540528645,bushehr,ir,82.99,68.0,0.0,5.03,28.97,50.84
389,797,-40.88609444384737,-34.98123456876459,laguna,br,67.95,96.0,93.0,16.46,-28.48,-48.78
390,801,22.132828442971075,-102.34936928504084,pabellon de hidalgo,mx,77.0,13.0,5.0,12.75,22.17,-102.35
392,805,67.59348735871959,-143.25952632438143,fairbanks,us,64.4,31.0,40.0,13.87,64.84,-147.72
393,806,52.30967757769986,-24.01721539109778,grindavik,is,41.0,86.0,75.0,8.05,63.84,-22.43
394,808,50.061451590428504,-129.69767904285362,port hardy,ca,59.0,87.0,20.0,2.24,50.7,-127.42
395,812,-0.934917164182167,-82.45074652496291,manta,ec,78.8,69.0,20.0,11.41,-0.95,-80.73
396,816,-13.647988120060887,154.59866168381592,samarai,pg,78.82,86.0,99.0,18.43,-10.62,150.67
397,817,49.223133950601664,-140.5957854708417,sitka,us,57.2,93.0,90.0,17.22,57.05,-135.33
398,819,34.8955346204299,134.0093811209831,tsuyama,jp,72.0,88.0,75.0,2.24,35.05,134.0
399,820,36.30540502651709,114.93232949238279,handan,cn,61.0,35.0,81.0,4.45,36.6,114.47
400,824,41.2374002953313,-1.9985658178140966,calatayud,es,55.4,47.0,16.0,4.7,41.35,-1.64
401,826,63.54485064427266,-12.325955580233739,hofn,is,45.66,85.0,100.0,11.23,64.25,-15.21
402,829,64.39410388004481,55.249355973626564,nizhniy odes,ru,38.08,77.0,37.0,8.72,63.64,54.86
403,831,-33.86506349735031,24.14394491057061,kruisfontein,za,57.99,92.0,100.0,5.99,-34.0,24.73
404,836,15.622259095771668,-57.40088664615364,bathsheba,bb,77.0,88.0,75.0,23.04,13.22,-59.52
405,837,-16.612742679117275,-56.625249601558366,pocone,br,90.36,28.0,22.0,4.43,-16.26,-56.62
406,839,16.22081682470298,88.65167532868026,puri,in,77.0,100.0,90.0,4.7,19.8,85.85
407,841,-4.927970260183216,122.07719655099328,katobu,id,78.91,73.0,49.0,6.71,-4.94,122.53
408,842,13.209386276369756,-75.52560476594422,puerto colombia,co,84.2,79.0,40.0,4.7,10.99,-74.95
409,845,28.963351357300226,9.863388673239342,nalut,ly,81.68,16.0,17.0,11.56,30.33,10.85
410,846,54.23497988079768,150.01661208176535,magadan,ru,47.62,65.0,8.0,2.01,59.57,150.8
411,848,-32.018314172346905,138.0158500678989,port augusta,au,78.8,21.0,67.0,16.11,-32.5,137.77
412,849,15.232246739805234,107.59793987051137,kon tum,vn,69.75,93.0,99.0,1.39,14.35,108.0
413,851,55.444102922786755,51.69373218072337,nizhnekamsk,ru,44.6,87.0,11.0,6.71,55.64,51.82
414,852,13.249780242583071,119.39802241012165,tagbac,ph,75.2,100.0,40.0,3.36,7.09,125.16
415,855,49.882830048491456,-72.42800515435222,albanel,ca,46.4,70.0,75.0,4.7,48.88,-72.45
416,859,48.19950506500632,87.43039478898095,altay,cn,33.96,79.0,0.0,1.83,47.87,88.12
417,861,-26.260503846196336,69.1342973391933,bambous virieux,mu,68.0,88.0,20.0,5.82,-20.34,57.76
418,864,73.0136518581032,165.1598249368434,bilibino,ru,26.85,86.0,75.0,1.16,68.05,166.44
419,868,43.875675617283804,43.04164271609807,etoka,ru,59.0,72.0,75.0,8.95,43.92,43.05
420,869,39.78038488347508,43.90668724714166,igdir,tr,62.6,48.0,20.0,9.17,39.92,44.05
422,880,-6.850664690890781,-64.8039970384964,labrea,br,83.88,56.0,79.0,4.09,-7.26,-64.8
423,882,-32.45804411988138,148.96851851488327,wellington,au,60.8,67.0,0.0,5.82,-32.55,148.95
424,883,65.2061787466761,-36.46584743070912,tasiilaq,gl,37.4,64.0,100.0,17.22,65.61,-37.64
425,887,26.012454265737716,-156.56575049209889,wahiawa,us,86.0,70.0,90.0,4.7,21.5,-158.02
426,894,49.06037871997151,-115.06102556970035,fernie,ca,69.8,40.0,5.0,8.05,49.5,-115.07
427,895,57.226025244543564,12.56292453542386,kinna,se,55.99,76.0,75.0,12.75,57.51,12.69
428,896,-9.275719981704981,162.02834356998744,kirakira,sb,84.34,66.0,26.0,8.59,-10.45,161.92
430,901,46.30800038324736,14.345025532639966,trzic,si,55.99,93.0,40.0,2.91,46.36,14.31
431,902,65.11524448712316,120.5449559979271,verkhnevilyuysk,ru,27.01,91.0,25.0,8.32,63.45,120.32
432,903,-39.79032091411624,146.543944052857,devonport,au,64.0,76.0,44.0,1.01,-41.17,146.35
433,905,-10.44220284866475,30.0315595249522,luwingu,zm,64.18,44.0,5.0,4.59,-10.26,29.93
434,906,54.861983744428954,-5.013594534659802,stranraer,gb,48.99,70.0,75.0,6.93,54.9,-5.03
435,907,-0.17193892254965704,-112.25150716994185,lazaro cardenas,mx,84.87,74.0,0.0,8.43,17.96,-102.2
436,912,46.938168590133074,47.88187869060056,aksarayskiy,ru,53.6,62.0,29.0,11.18,46.79,48.01
437,913,31.527260573100918,-113.72607646478426,puerto penasco,mx,89.01,73.0,0.0,7.0,31.32,-113.53
438,915,61.04691114464592,95.22893948251607,baykit,ru,32.05,96.0,100.0,5.32,61.67,96.37
439,917,54.00212603995243,-16.601156611129227,dingle,ie,50.97,72.0,77.0,14.32,52.14,-10.27
441,927,-13.002471416700217,-53.11096866853808,sao miguel do araguaia,br,88.47,18.0,29.0,3.33,-13.28,-50.16
442,932,62.74169841683835,-30.24925411352632,olafsvik,is,43.23,77.0,86.0,7.74,64.89,-23.71
444,934,43.05135072570556,-71.69091182138847,weare,us,52.0,94.0,56.0,3.85,43.09,-71.73
445,937,-28.962082358350628,175.67778219614638,kaeo,nz,64.99,56.0,65.0,5.99,-35.1,173.78
447,942,25.05685200976214,83.66455549069445,bhabua,in,76.86,75.0,86.0,1.5,25.05,83.62
448,943,63.62953026788247,-62.03120144089898,pangnirtung,ca,32.0,85.0,40.0,10.29,66.15,-65.71
450,946,-29.02627341003688,119.98785102408499,northam,au,41.0,93.0,40.0,4.7,-31.67,116.67
452,949,44.36914304026729,76.67907542804323,boralday,kz,41.0,52.0,40.0,4.47,43.36,76.86
453,951,31.18791696177557,13.919725003723727,bani walid,ly,82.74,35.0,95.0,11.21,31.76,13.99
454,956,-25.256148922138536,-48.890522851384134,campina grande do sul,br,81.0,60.0,57.0,2.3,-25.31,-49.06
458,968,-18.309498603294827,17.975134290697696,tsumeb,na,72.3,19.0,24.0,10.58,-19.23,17.72
459,969,22.049235417438965,67.5835557778104,dwarka,in,81.45,77.0,1.0,10.02,22.24,68.97
460,970,-34.9455712257705,-55.82425147169164,paso de carrasco,uy,48.2,61.0,75.0,17.22,-34.86,-56.05
461,971,17.017919766397895,104.40522579747159,sakhon nakhon,th,74.93,90.0,100.0,3.83,17.16,104.15
462,972,-8.189296542062422,43.7770548133,mitsamiouli,km,76.41,83.0,20.0,6.04,-11.38,43.28
463,974,61.216181538911655,168.30730609210082,tilichiki,ru,38.07,71.0,0.0,19.13,60.47,166.1
464,975,48.892193574016204,-95.0199920910967,kenora,ca,37.4,64.0,90.0,5.82,49.82,-94.43
465,980,-41.40116475070488,173.69183402787627,havelock,nz,63.0,52.0,56.0,5.99,-41.28,173.77
467,988,61.418392686350074,49.24595777967082,zheshart,ru,41.81,96.0,8.0,5.03,62.07,49.57
468,990,58.85072264839894,88.09743819418253,teguldet,ru,40.37,94.0,100.0,9.06,57.31,88.17
470,995,25.14496717202097,109.8968918300593,guilin,cn,75.2,100.0,75.0,0.98,25.28,110.29
471,996,1.8996229049641613,106.86421525444905,pemangkat,id,77.68,88.0,95.0,6.53,1.17,108.97
472,997,38.83991125664454,131.15718004508102,khasan,ru,55.17,67.0,58.0,7.67,42.43,130.64
473,1009,57.263762119463706,-130.47779147859345,ketchikan,us,62.6,88.0,90.0,6.93,55.34,-131.65
474,1012,6.899009699995901,80.68048914008699,talawakele,lk,63.68,99.0,98.0,4.36,6.94,80.66
475,1014,2.8068766487371732,156.1358898768445,namatanai,pg,83.12,65.0,68.0,4.99,-3.67,152.43
476,1016,20.27392208947525,79.34009837845508,durgapur,in,78.39,89.0,97.0,2.15,23.48,87.32
477,1021,64.06146697284558,-50.431907734431746,nuuk,gl,35.6,95.0,99.0,4.7,64.18,-51.72
478,1022,-0.05840130768680751,28.704017921510882,butembo,cd,56.39,97.0,18.0,1.83,0.15,29.28
479,1023,70.93634098082481,24.417503485027083,havoysund,no,51.8,76.0,99.0,26.4,71.0,24.66
480,1024,-3.5780303045501682,11.9661618224562,loubomo,cg,72.0,88.0,47.0,4.79,-4.2,12.67
481,1029,12.213102130371993,-2.097198028148142,gouloure,bf,80.6,83.0,20.0,5.82,12.23,-1.93
482,1034,-15.012307217759712,-144.96450574485473,tautira,pf,84.2,62.0,75.0,4.7,-17.73,-149.15
483,1035,26.08976176303308,132.1089011510926,naze,jp,78.8,69.0,20.0,12.75,28.37,129.48
484,1038,15.313456658175852,116.07522215948393,aloleng,ph,82.09,78.0,94.0,4.63,16.13,119.78
485,1040,48.43317025563462,29.609795738918137,viytivka,ua,56.01,76.0,10.0,7.16,48.43,29.54
486,1044,-3.5562248024867955,164.15596059240875,auki,sb,84.96,56.0,28.0,3.4,-8.77,160.7
487,1050,59.427389987123576,71.59330943794461,salym,ru,47.91,88.0,100.0,7.96,60.06,71.48
488,1052,55.193016096536496,106.67768698883856,magistralnyy,ru,25.43,93.0,0.0,3.96,56.17,107.45
489,1055,14.747089930484833,-102.27432032469588,petatlan,mx,91.4,59.0,40.0,11.41,17.52,-101.27
490,1057,72.41016288953358,19.329741723477554,tromso,no,44.6,87.0,12.0,25.28,69.65,18.96
491,1059,59.814588939384265,123.90110869188896,nizhniy kuranakh,ru,33.15,93.0,97.0,5.77,58.84,125.49
492,1060,-2.6714756958344026,-25.2010717016301,natal,br,77.0,83.0,44.0,9.17,-5.79,-35.21
493,1061,-29.90763386318472,-58.03404176270942,bella union,uy,58.78,78.0,100.0,19.84,-30.28,-57.6
494,1064,9.67312855930247,101.11715887421644,ko samui,th,78.8,88.0,20.0,4.7,9.54,99.94
495,1066,54.4406772900723,68.46650737836109,mamlyutka,kz,46.06,70.0,5.0,8.63,54.94,68.54
496,1070,64.01317939560457,62.928248383128164,igrim,ru,45.5,68.0,98.0,11.65,63.19,64.42
497,1079,39.94140625762992,57.74616306999823,baherden,tm,56.86,34.0,0.0,4.9,38.44,57.43
499,1084,-19.792072242705217,-26.64513662208259,caravelas,br,74.41,79.0,78.0,8.84,-17.71,-39.25
